,ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
1915,34832,11/02/1989,6,71.0,ROGERSVILLE,TN,37857.0,5501.0,0.0,P,O,10.0,B,N,,,,1,M,1.0,15000.0,S,0.0,G,1994.0,,,,,A,11051.0,N,,Y,8422.59,1,0.0,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,Y,-18.33
1921,20405,01/29/2007,1,30.0,JOHNSON CITY,TN,37601.0,2289.0,0.0,1,O,6.0,M,N,,,,3,M,2.0,25000.0,U,0.0,G,1996.0,B,R,,,A,8194.0,N,,N,,1,0.0,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-18.22
1951,35038,02/02/1999,3,32.0,NASHVILLE,TN,37214.0,3997.0,0.0,N,R,3.0,M,N,,,,1,M,1.0,26499.96,N,0.0,G,2001.0,,,,,A,8996.0,N,,Y,92.63,1,0.0,Y,203.38,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-17.56
2069,12519,08/26/2004,2,15.0,FRANKLIN,TN,37069.0,1869.0,0.0,O,O,4.0,M,N,,,,1,M,1.0,112500.0,N,0.0,K,1993.0,,,,,A,28030.0,Y,4825.16,N,,0,,Y,382.89,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,Y,Y,-15.31
2103,18870,08/25/2006,1,27.0,SMITHVILLE,TN,37166.0,8132.0,1.0,Z,O,10.0,M,Y,,Y,,1,M,2.0,45000.0,N,100.0,C,,,,2.0,,,22.0,N,,Y,38.5,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,N,Y,,Y,,Y,-14.99
2119,39417,03/07/1995,2,18.0,JACKSON,TN,38305.0,6422.0,1.0,4,O,1.0,M,Y,,Y,,2,F,2.0,87500.0,N,390.0,H,2005.0,B,R,3.0,,A,4911.0,N,,N,,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-14.8
2216,43772,02/05/1996,2,22.0,COLLEGE GROVE,TN,37046.0,0.0,,,A,,,,,,,0,,,62500.0,,,,,,,,,,,N,,Y,1361.2,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,Y,Y,,Y,Y,Y,-12.85
2247,35587,01/01/1972,1,54.0,NEWPORT,TN,37822.0,343.0,0.0,,O,15.0,M,N,,,,1,M,3.0,62500.0,N,250.0,G,,B,R,2.0,,,19847.0,N,,Y,916.73,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-11.91
2249,36354,08/27/1996,1,38.0,NASHVILLE,TN,37211.0,7053.0,1.0,1,O,9.0,M,Y,Y,,,3,M,2.0,87500.0,Z,260.0,K,1998.0,B,R,2.0,,A,26977.0,N,,N,,0,,N,,N,0.0,N,0.0,N,0.0,,0.0,,0.0,Y,0.0,,,,,,,-11.86
2286,19696,11/16/2006,1,6.0,CLARKSVILLE,TN,37042.0,7282.0,1.0,1,O,2.0,M,Y,Y,,,1,M,2.0,62500.0,S,180.0,D,1998.0,,R,1.0,,A,507.0,N,,N,,0,,Y,4.01,N,0.0,N,0.0,N,0.0,,0.0,,0.0,N,,,,,,,,-11.09
