ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
26277,7/21/00,4,40,STERLING,IL,61081,9126,1,P,O,2,M,Y,,Y,,1,M,2,57000,N,0,C,,B,R,,,,12233,N,,Y,492.89,0,,N,,N,0,N,0,N,0,,0,,0,Y,53933.95,Y,Y,NA,N,Y,Y,2338.95
26279,10/31/97,16,70,MINNEAPOLIS,MN,55421,2475,1,Z,O,15,M,Y,,Y,,1,M,4,35000,U,130,I,1964,B,R,2,,A,90271,Y,245269.52,Y,2898.58,1,653.39,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,141.12
26284,5/20/02,1,58,NASHVILLE,TN,37215,1109,0,1,O,15,M,N,,,Y,3,M,2,125000,F,370,R,1983,B,R,2,,A,1818508,N,,N,,1,1953.88,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-40.36
26287,5/21/02,1,70,WILSON,NC,27896,1607,0,1,O,5,M,N,,,,2,M,2,45000,U,0,F,,B,R,,,,22880,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-0.42
26296,5/28/02,1,46,DECATUR,GA,30033,1226,0,N,O,10,B,N,,,,3,M,1,125000,N,0,L,1969,B,R,,,A,339119,N,,N,,1,1982.55,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,39.62
26312,5/29/02,1,34,RAPID CITY,SD,57701,5389,0,Z,R,6,S,N,,,,1,M,1,80580,N,0,,,,,,,,42599,N,,N,,0,0,N,,N,0,Y,23127.17,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,2596.98
26313,6/6/02,1,52,BURLINGTON,VT,05408,2412,0,,O,4,B,N,,,,1,M,1,35000,N,0,E,,B,R,,,A,39098,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-36.46
26318,6/7/02,1,48,HATFIELD,PA,19440,1919,1,O,O,15,M,Y,,Y,,1,M,3,87500,J,0,J,1875,B,R,1,,A,21372,N,,N,,1,11834.17,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1868.23
26339,7/31/90,1,67,GREEN BAY,WI,54313,5131,1,Z,O,15,M,Y,,Y,,1,M,2,125000,N,220,H,,B,R,2,,A,83889,Y,4907.04,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-2.5
26347,3/28/66,2,78,MILWAUKEE,WI,53209,4012,0,8,O,15,M,N,,,,1,M,2,35000,N,20,D,1954,B,R,1,,A,13897,N,,Y,11875.46,0,0,Y,3143.37,N,0,N,0,N,0,,0,,0,N,,NA,NA,Y,NA,NA,Y,347.59
26350,6/29/94,2,70,WEST ALLIS,WI,53219,2960,0,4,,15,M,N,,,,0,M,2,,,180,,,B,R,1,,,85758,N,,Y,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-6.72
26352,9/10/98,1,60,NEENAH,WI,54956,1763,0,E,O,15,M,N,,,,1,M,2,125000,N,140,F,,B,R,2,,A,35852,N,,N,,1,6500,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-68.63
26358,3/5/01,1,55,MENOMONEE FLS,WI,53051,4609,0,1,O,15,M,N,,,,1,M,2,62500,N,30,L,,,R,1,,A,32319,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,6961.57,N,,NA,NA,NA,NA,NA,NA,105.28
26363,2/29/00,1,50,GREEN BAY,WI,54313,7303,0,1,O,1,M,N,,,Y,2,M,2,87500,N,170,H,,B,R,2,,A,72364,N,,N,,1,12868.73,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,71.93
26364,6/17/02,1,36,MC LEAN,VA,22102,2328,0,N,O,5,B,N,,,,3,M,1,125000,O,0,S,2002,,,,Y,A,397968,N,,N,,1,10081.93,N,,Y,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,240.4
26365,6/20/02,1,40,SVEA,MN,56216,9647,1,P,R,3,M,Y,Y,,,1,F,2,125000,G,70,,,B,R,1,,,536,N,,N,,1,3849.94,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,246.51
26367,6/24/02,1,76,CHULA VISTA,CA,91910,1921,0,8,O,15,M,N,,,,1,M,2,45000,U,0,N,1979,B,R,,,A,205606,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,272.6
26369,11/20/01,1,96,GLENDALE,AZ,85310,3354,0,1,O,9,S,N,,,,3,M,1,45000,N,70,L,1997,B,R,1,,A,17276,N,,N,,0,,N,,Y,95182.11,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,2599.43
26374,6/28/02,1,56,SPOKANE,WA,99223,6185,0,1,O,11,M,N,,,,3,M,3,87500,N,0,M,1994,B,R,2,,A,41809,N,,N,,1,4611.55,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,637.63
26377,6/27/02,1,52,PHOENIX,AZ,85044,4035,1,P,O,4,S,Y,,Y,Y,1,F,1,87500,N,20,G,1992,B,R,2,Y,A,60509,N,,N,,0,,N,,Y,142991.4,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3634.66
26378,7/1/02,2,37,EL DORADO,AR,71730,9175,,O,,0,,,,,,0,,,,N,0,,,,,,,,438,N,,N,,1,266.8,N,,N,0,N,0,N,0,,0,Y,14717.47,N,,NA,NA,NA,NA,NA,NA,349.25
26380,7/2/02,1,30,WILMINGTON,NC,28403,7418,0,1,R,2,S,N,,,,3,M,1,62500,U,0,,,,,,,,166156,N,,N,,1,198.35,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,273.46
26420,7/28/02,1,66,LAS VEGAS,NV,89134,5548,0,P,R,2,B,N,,,,1,F,1,125000,J,0,,,B,R,,,,84923,N,,N,,1,1121.09,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,36.53
26427,7/31/02,1,54,OSHKOSH,WI,54901,3662,0,P,O,5,B,N,,,,1,F,1,62500,U,50,G,1920,,,1,Y,E,18414,N,,N,,0,,N,,Y,67624.32,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1728.86
26432,8/6/02,1,50,VANCOUVER,WA,98665,9386,0,O,R,0,M,N,,,,1,M,2,125000,J,0,,,B,R,,,,43538,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-34.16
26433,8/7/02,1,46,FALLS CHURCH,VA,22041,2424,0,8,O,15,M,N,,,,1,M,2,87500,N,0,P,1950,B,R,,,A,38541,N,,N,,1,16142.46,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,2251.59
26437,8/8/02,1,,PORTLAND,OR,97229,2146,,,,0,,,,,,0,,,,,0,,,,,,,,171802,N,,N,,1,4246.59,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,139.08
26449,1/2/80,2,60,MORTONS GAP,KY,42440,0000,0,,O,15,S,N,,,,1,F,1,15000,N,0,,,,,,,,,N,,Y,17391.77,0,,N,,N,0,Y,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,427.52
26450,1/3/02,1,25,WARSAW,KY,41095,9416,,P,,0,,,,,,0,,,,G,0,D,,,,,,,14911,N,,Y,301.71,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,Y,Y,Y,74.82
26453,7/22/94,3,33,BOWLING GREEN,KY,42103,2413,1,O,O,12,S,Y,,Y,,1,M,5,62500,N,160,F,,B,R,3,,,1875,N,,Y,2713.4,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-137.96
26459,6/24/99,1,42,VIRGIE,KY,41572,8237,0,Q,O,12,M,N,,,,1,F,2,15000,N,120,C,,B,R,1,,,157,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,6315.84,N,,N,NA,NA,NA,Y,Y,175.2
26468,8/28/00,1,65,LEXINGTON,KY,40505,1816,1,P,O,15,B,Y,,Y,,1,M,1,25000,N,140,E,,B,R,1,,,95808,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,12311.59,N,,NA,NA,NA,NA,NA,NA,273.45
26469,3/18/75,4,82,HARTFORD,TN,37753,2125,0,8,O,15,M,N,,,,1,F,2,17500,S,60,C,1954,,,,,A,14301,Y,73027.37,Y,25275.59,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,423.41
26470,2/6/86,1,58,CHAPMANSBORO,TN,37035,5425,0,O,O,15,M,N,,,,1,M,2,62500,S,440,F,1978,B,R,2,,A,27971,N,,N,,0,,N,,N,0,N,0,N,0,,0,,0,Y,0,NA,NA,NA,NA,NA,NA,0
26476,11/20/92,1,57,LOUISVILLE,KY,40213,1218,0,3,O,15,M,N,,,,2,M,2,87500,U,160,D,,B,R,3,,,97600,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,920.62,N,,NA,NA,NA,NA,NA,NA,6.45
26478,7/1/99,3,49,HYDEN,KY,41749,1772,,,,0,,,,,,0,,,66001.92,,0,,,,,,,,157,N,,Y,1209.55,0,,N,,N,0,N,0,N,0,Y,60070,Y,5777.9,N,,NA,NA,NA,NA,NA,Y,56.68
26479,4/21/00,1,72,CARLISLE,KY,40311,1217,0,1,O,15,M,N,,,,1,M,2,45000,N,60,C,,B,R,1,,,0,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,3127.56,N,,NA,NA,NA,NA,NA,NA,105.6
26480,3/2/01,1,41,LAS VEGAS,NV,89139,6414,0,O,O,0,M,N,,,,3,M,1,87500,G,0,Q,2005,,,,,A,92712,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,4189.41,N,,NA,NA,NA,NA,NA,NA,77.97
26487,4/30/99,1,32,DAYTON,OH,45424,2118,4,7,O,7,M,Y,Y,,,1,M,2,45000,S,260,D,1961,B,R,2,,A,4,N,,N,,0,,N,,Y,84611.9,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1180.51
26489,8/15/02,1,66,ORONOCO,MN,55960,1602,0,O,O,15,M,N,,,,1,M,3,62500,N,150,G,,B,R,1,Y,,903,N,,N,,0,,N,,N,0,N,0,Y,70144.17,,0,,0,N,,NA,NA,NA,NA,NA,NA,514.58
26492,8/20/02,1,58,OKEMOS,MI,48864,3811,0,1,O,15,M,N,,,,1,M,3,125000,N,710,I,,B,R,1,,,638056,N,,N,,1,2254.02,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,397.37
26498,8/20/02,1,57,AFTON,WY,83110,1692,0,,O,4,M,N,,,,1,M,2,70500,N,190,,,B,R,,,,4717,N,,N,,0,,N,,N,0,N,0,Y,114848.47,,0,,0,N,,NA,NA,NA,NA,NA,NA,1517.61
26499,8/26/02,1,40,EAST ISLIP,NY,11730,0251,2,2,O,15,M,Y,Y,,,1,M,2,105000,D,170,I,,B,R,2,Y,A,19989,N,,N,,1,2671.14,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-59.91
26500,8/23/02,1,46,MINNEAPOLIS,MN,55445,1935,0,4,O,4,S,N,,,,1,F,1,39998.4,G,70,G,1986,B,R,,,B,23838,N,,N,,0,0,N,,Y,122460.71,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3404.32
26501,8/27/02,1,65,SILOAM SPGS,AR,72761,5288,0,O,O,6,B,N,,,,1,M,1,25000,G,0,,,,,,,,32785,N,,N,,0,0,N,,N,0,N,0,N,0,,0,Y,17577.22,N,,NA,NA,NA,NA,NA,NA,297.19
26505,8/28/02,1,30,MOUNTAIN HOME,AR,72653,4750,0,P,O,4,M,N,,,,1,F,2,15000,N,0,,,,,,,,794,N,,N,,1,1914.51,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,264.91
26507,8/28/02,1,68,BELTON,MO,64012,3021,0,P,O,14,B,N,,,,1,F,2,62500,S,70,,,,,1,,,158,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-13.23
26508,8/28/02,1,76,KALAMAZOO,MI,49009,8545,0,P,O,15,B,N,,,,1,M,1,112500,N,110,F,,,,1,,,73801,N,,N,,1,1947.27,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,732.34
26511,9/3/02,1,48,APEX,NC,27502,6267,1,1,O,11,M,Y,,Y,,2,M,2,62500,N,0,I,1995,B,R,1,,A,61656,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-30.14
26512,9/3/02,1,62,SEATTLE,WA,98118,2139,0,N,O,5,S,N,,,,1,F,1,62500,S,0,Q,1957,,R,,,A,361462,N,,N,,1,3288.48,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.49
26516,9/4/02,1,52,WORTHING,SD,57077,5419,0,O,O,4,B,N,,,,1,M,1,125000,J,0,,,,R,,,,17228,N,,N,,1,8703.88,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,540.4
26518,9/5/02,1,40,LOS ANGELES,CA,90023,1415,1,Q,R,7,M,Y,Y,,,1,M,1,15000,H,0,,,,,,,,27650,N,,N,,1,11235.89,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,1051.59
26519,9/5/02,1,50,FORT SMITH,AR,72918,0893,0,,R,4,S,N,,,,1,M,2,35000,N,0,,,B,R,,,,0,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,52.41
26520,2/28/95,1,,NORTH CANTON,OH,44720,1739,0,5,O,7,M,N,,,,3,M,2,62500,U,100,H,1963,B,R,,,A,264668,N,,N,,1,1390.39,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,27.12
26522,9/6/02,2,24,WEST CHESTER,OH,45069,5556,1,3,O,12,M,Y,,Y,,1,M,3,112500,S,230,I,1990,B,R,2,,A,46240,N,,Y,561.46,0,0,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,NA,Y,Y,-122.75
26523,9/3/02,1,57,INDIANAPOLIS,IN,46226,4444,1,P,O,5,M,Y,,Y,,1,M,2,50999.88,Z,0,D,1953,,,1,,A,601,N,,N,,0,5972.99,N,,N,0,N,0,Y,109060.43,,0,,0,N,,NA,NA,NA,NA,NA,NA,504.64
26529,9/12/02,1,42,MEMPHIS,TN,38106,7705,0,1,O,11,M,N,,,,1,M,2,125000,Z,230,B,1955,B,R,1,,A,622,N,,N,,1,367.46,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,154.96
26545,6/4/01,1,56,DIAMOND SPGS,CA,95619,0923,0,1,O,7,M,N,,,,1,M,2,62500,N,0,,,B,R,,,,1282,N,,N,,1,5883.08,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,540.26
26551,9/16/02,1,26,N TONAWANDA,NY,14120,6473,0,P,R,1,B,N,,,,1,M,1,15000,N,40,,,B,R,1,,,7501,N,,N,,1,10340.79,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,886.86
26552,9/17/02,1,46,NIPOMO,CA,93444,9145,0,O,O,1,B,N,,,,1,M,1,15000,H,0,Q,2002,,,,,A,42031,N,,N,,1,700.71,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,258.77
26554,9/17/02,1,,SOUTH GATE,CA,90280,2511,5,5,O,5,M,Y,Y,,,1,F,2,15000,H,0,,,,,,,,25580,N,,N,,1,2528.16,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1018.89
26556,9/18/02,1,40,GAHANNA,OH,43230,1412,1,O,R,0,S,Y,,Y,,1,M,1,17500,Z,120,,,,,2,,,1556,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-31.76
26558,9/19/02,1,58,SPRINGFIELD,VA,22150,2438,1,O,O,15,M,Y,,Y,Y,1,M,2,62500,O,0,P,1954,,,1,,A,25504,N,,N,,1,475.69,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,194.6
26560,9/20/02,1,22,PARK RIDGE,IL,60068,4857,1,O,O,1,A,Y,,Y,,1,M,3,125000,I,0,P,1973,B,R,,Y,B,398553,N,,N,,1,78.14,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,36.68
26561,9/20/02,1,18,FRESNO,CA,93706,5927,2,P,O,3,A,Y,Y,Y,,1,M,5,45000,H,0,H,1945,B,R,,,A,5430,N,,N,,1,471.59,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,3.19
26564,1/15/77,2,61,BROOKLYN HTS,OH,44131,2043,0,8,O,15,M,N,,,,1,M,2,45000,N,450,H,1973,,,2,,A,218707,N,,Y,2785.96,0,,N,,N,0,N,0,N,0,,0,,0,Y,11785.31,NA,NA,NA,Y,NA,N,5.52
26570,6/28/94,7,47,W JEFFERSON,OH,43162,1536,1,P,O,11,A,Y,,Y,,1,M,3,84511.56,G,270,F,,B,R,1,,,26677,N,,Y,2550.93,1,4128.32,Y,686.98,Y,94201.01,Y,50805.52,N,0,,0,Y,2986.86,Y,0,Y,Y,NA,Y,Y,Y,1834.02
26575,6/3/02,1,34,GALLIPOLIS,OH,45631,7818,2,P,R,1,B,Y,Y,Y,,1,F,2,41439,N,180,C,,B,R,2,Y,,4577,N,,N,,1,1091.13,N,,N,0,N,0,N,0,,0,,0,N,,N,N,NA,N,Y,Y,42.83
26580,10/23/01,2,24,SIDNEY,OH,45208,1411,1,5,O,15,M,Y,,Y,,1,M,4,39411.96,S,160,E,,B,R,3,,,24753,N,,Y,1563.32,1,0,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,-135.96
26590,11/9/01,1,48,VIRGINIA BCH,VA,23456,7230,2,O,O,3,S,Y,,Y,Y,1,M,2,125000,I,0,R,2003,B,R,,,A,263462,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,11799.49,N,,NA,NA,NA,NA,NA,NA,232.86
26591,5/12/00,1,,FORT MYERS,FL,33901,6914,0,1,,7,S,N,,,,0,F,1,,,190,C,1953,B,R,2,,A,31120,N,,N,,1,49.04,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-5.18
26592,11/27/01,1,27,MIDDLETOWN,OH,45044,5607,1,Q,O,11,S,Y,,Y,,1,M,2,15000,Z,240,B,1915,,,3,,A,187,N,,Y,37.03,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,22.85
26597,1/14/84,4,76,HILLIARD,OH,43026,1761,1,1,O,15,M,Y,,Y,,1,M,2,62500,S,190,E,1956,B,R,1,,A,76873,Y,5080.86,Y,1409.49,1,0,Y,5055.58,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,NA,Y,276.51
26602,8/20/95,1,60,BROADVIEW HTS,OH,44147,3695,0,O,R,1,M,N,,,,1,M,2,125000,G,440,,,B,R,1,,,183072,N,,N,,0,,Y,53431.47,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,300.98
26607,10/1/69,2,58,SOUTH POINT,OH,45680,9456,1,P,O,1,S,Y,,Y,,1,M,2,35000,S,30,C,1977,B,R,1,,A,1319,N,,Y,203.29,0,,Y,318.22,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,203.39
26615,8/30/00,1,61,MT GILEAD,OH,43338,0000,0,7,O,10,M,N,,,,1,F,2,62500,N,290,,,B,R,1,,,,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,26583.65,N,,NA,NA,NA,NA,NA,Y,325.95
26619,4/12/00,2,31,DAYTON,OH,45406,3028,0,P,R,8,B,N,,,,1,F,1,25000,Z,0,C,1898,,,,,D,680,N,,Y,11.9,0,,Y,40.69,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,66.1
26631,6/17/99,1,40,GROVE CITY,OH,43123,8877,1,O,O,8,A,Y,,Y,,1,M,2,87500,S,0,B,1991,,,,,A,69097,N,,Y,499.63,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,Y,Y,9.48
26661,1/28/02,1,55,AKRON,NY,14001,9021,0,8,O,15,M,N,,,,1,M,2,62500,G,190,E,1975,B,R,2,,A,11110,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,6019.44,N,,NA,NA,NA,NA,NA,NA,190.14
26663,9/27/95,2,47,CLEVELAND HTS,OH,44118,2930,1,P,R,1,B,Y,Y,,,1,F,1,62500,Z,20,F,1920,,,1,,A,18344,N,,Y,41.79,0,,Y,475.5,N,0,N,0,N,0,,0,,0,N,,Y,Y,N,NA,NA,Y,278.78
26674,5/5/95,1,,DUBLIN,OH,43016,8849,,,,0,,,,,,0,,,,,0,,,,,,,,2670,N,,N,,1,8700,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,33
26675,10/21/99,2,31,SOMERSET,OH,43783,9566,2,P,R,2,B,Y,Y,,,1,F,1,180000,N,160,,,B,R,,,,49380,N,,Y,3148.58,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,395.11
26680,8/2/02,1,44,SECAUCUS,NJ,07094,3529,1,5,O,15,M,Y,,Y,,1,M,2,35000,I,0,I,1929,B,R,2,Y,A,76685,N,,N,,1,167.85,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,116.56
26682,8/20/02,2,31,BROOK PARK,OH,44142,3028,0,2,O,8,S,N,,,,1,M,1,25000,G,310,E,1957,B,R,2,,A,33607,N,,Y,5365.77,1,9748.92,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,379.64
26684,6/25/02,1,78,CHARLOTTE,NC,28277,8685,0,N,O,4,M,N,,,,1,F,2,112500,N,0,I,2002,B,R,,,B,156540,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,5544.64,N,,NA,NA,NA,NA,NA,NA,180.63
26687,7/22/02,1,40,TRENTON,NJ,08620,3102,0,P,R,1,B,N,,,,1,M,1,45000,G,0,,,,,,,,9108,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,13382.98,N,,NA,NA,NA,NA,NA,NA,355.64
26688,3/22/84,4,64,SOUTH POINT,OH,45680,9157,0,1,O,10,S,N,,,,3,F,1,60999.96,N,170,B,1996,B,R,1,,A,540,N,,Y,2995.35,1,655.05,Y,1815.75,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,Y,Y,-36.03
26692,9/20/02,1,46,GLENDALE,AZ,85304,2510,1,O,O,9,M,Y,Y,,,1,M,2,87500,U,0,F,1979,B,R,1,Y,A,32944,N,,N,,0,,N,,Y,100032.77,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1396.7
26698,7/16/99,1,56,GRAHAM,NC,27253,4723,0,O,O,15,M,N,,,,1,M,2,45000,N,0,D,1970,B,R,2,,A,5094,N,,N,,0,,N,,Y,62296.47,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,930.13
26699,7/30/99,1,41,AKRON,OH,44305,3359,1,P,O,15,M,Y,,Y,,1,M,2,35000,N,10,C,1915,,,1,,A,2420,N,,N,,0,,N,,Y,56964.31,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1589.68
26702,3/29/02,1,30,FORT WAYNE,IN,46835,3889,0,O,R,4,B,N,,,,1,F,1,62500,N,0,,,B,R,,,,7647,N,,N,,0,,N,,Y,65608.55,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1987.47
26716,9/25/02,1,35,EAU CLAIRE,WI,54703,0805,3,1,O,8,M,Y,,Y,,1,M,4,35000,N,210,E,1952,B,R,2,,D,36558,N,,N,,0,,N,,N,0,N,0,Y,26841.76,,0,,0,N,,NA,NA,NA,NA,NA,Y,597.1
26717,9/28/02,1,,SUN VALLEY,CA,91352,4814,0,P,O,15,S,N,,,,1,M,3,87500,U,0,P,1951,B,R,2,Y,A,123870,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,347.81
26723,9/27/02,1,32,MENASHA,WI,54952,2526,0,5,O,6,S,N,,,,1,F,1,25000,U,70,A,,B,R,,,E,6200,N,,N,,0,,N,,Y,85956.93,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1172.83
26727,10/1/02,1,48,ABERDEEN,SD,57401,7441,0,4,O,15,S,N,,,,1,F,1,62500,N,160,C,,B,R,1,,,41171,N,,N,,1,16.98,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-10.27
26732,10/1/02,1,48,CORDOVA,TN,38016,6498,1,O,O,7,A,Y,,Y,,3,M,2,87500,H,220,H,1994,B,R,2,,A,115684,N,,N,,1,1320.58,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,233.81
26735,9/27/02,1,40,KALISPELL,MT,59901,5517,0,P,R,6,B,N,,,,1,M,1,35000,N,0,,,B,R,,,,573,N,,N,,0,,N,,N,0,N,0,Y,20493.16,,0,,0,N,,NA,NA,NA,NA,NA,NA,384.67
26741,10/2/02,1,24,ARLINGTON,VA,22207,3300,0,O,R,0,B,N,,,,1,F,1,87500,J,0,,,B,R,,,,48854,N,,N,,1,8376.98,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1178.53
26760,10/4/02,1,50,STOW,OH,44224,4747,3,H,O,12,M,Y,,Y,,1,M,2,62500,O,550,L,1989,,R,2,,A,103928,N,,N,,1,648.01,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-17.03
26761,10/4/02,1,72,MERCEDES,TX,78570,9603,0,Q,O,3,B,N,,,,1,M,1,25000,N,0,B,,,,,,M,22332,N,,N,,1,2129.14,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-18.01
