ID,CUST_OPN_DT,NBROPN,AGE,CITY,STATE,PSTL_CD_5,PSTL_CD_4,NBR_OF_CHLD_IN_HH,OCCUP_OF_1ST_INDV,OWN_RENT,PRM_PLUS_LG_OF_RSD,PRM_PLUS_MRTL_STS,PRM_PLUS_PRSNC_OF_CHLD,CHLD_AGE_00_10,CHLD_AGE_11_17,CHLD_AGE_18_24,EDU1,GNDR_OF_1ST_INDV,HH_ADLTS_PE_PLUS_CNT,INCOME,ROLLUP-CDE,AGGR_VEH_MV,HOM_MV,HOUSE_YR_BUILT,MAIL_ORD_BYR,MAIL_RESPONDERS,NBR_OF_VEHS,PRSNC_OF_POOL_FLG,PRPY_TYP,AST_IXI,CDA_ID,CDA_BAL,CHK_ID,CKCOLBAL,CCD_FLG,CCDBAL,SAV_ID,SVCOLBAL,MTG_ID,MTG_TOT_BAL_AMT,EQ_LINE_FLG,HOM_EQTY_LINE_AMT,EQ_LOAN_FLG,HOM_EQTY_LOAN_AMT,OTHER_LOAN_FLG,OTHER_LOAN_BAL,Auto_Flg,AUTO_LOAN_BAL,INV_FLG,INVST_AMT,ATM_FLG,POS_FLG,CSR_FLG,IVR_FLG,WEB_FLG,TLR_FLG,CRV
25841,2/12/02,1,34,SAINT MICHAEL,MN,55376,9281,0,1,O,8,B,N,,,,1,M,1,87500,N,0,F,,B,R,1,,,21713,N,,N,,1,2731.55,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,440.7
25844,2/12/02,1,32,UNION CITY,CA,94587,5157,1,1,O,14,M,Y,Y,,,3,M,2,125000,F,0,S,1993,B,R,,,A,234497,N,,N,,1,8399.29,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,728.92
25845,2/12/02,1,58,MT HAMILTON,CA,95140,0005,0,,O,15,S,N,,,,1,M,1,25000,N,0,Q,,B,R,,,A,33395,N,,N,,1,3399.41,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,0.08
25846,2/12/02,1,40,KENSINGTON,CA,94708,1139,0,N,O,0,M,N,,,Y,3,F,1,125000,N,0,R,1941,,,,,A,1032677,N,,N,,1,2636.95,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,37.93
25849,2/12/02,1,52,TACOMA,WA,98405,1513,2,1,O,11,M,Y,,Y,Y,3,M,2,87500,N,0,F,1931,B,R,,,A,39455,N,,N,,1,2529.51,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,16.19
25850,2/12/02,1,70,JULIAN,CA,92036,0961,0,1,O,2,M,N,,,,1,M,2,35000,S,0,,,B,R,,,,23577,N,,N,,1,1034.83,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-11.13
25852,2/12/02,2,36,DENVER,CO,80205,2538,0,,R,5,S,N,,,,1,F,1,15000,N,0,,,,,,,,30725,N,,N,,1,4093.62,N,,Y,273320.9,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-33.43
25870,2/13/02,1,44,OAKLAND,CA,94611,2458,0,1,O,9,A,N,,,,3,M,2,125000,J,0,S,1993,B,R,1,,A,594644,N,,N,,1,42.94,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-8.52
25877,2/14/02,1,52,PHOENIX,AZ,85022,3694,0,O,O,6,M,N,,,,3,M,2,125000,S,250,P,1976,B,R,,,A,72447,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-25.88
25883,2/14/02,3,72,SAN DIEGO,CA,92154,2018,0,7,O,15,M,N,,,,1,M,3,62500,U,0,K,1978,B,R,2,,A,11461,N,,Y,150,1,31.5,N,,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,NA,Y,-57.88
25886,2/15/02,1,44,SANTA ROSA,CA,95405,5165,0,O,O,2,M,N,,,,1,M,1,125000,G,0,R,1952,,,,,A,395305,N,,N,,1,472.89,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,209.68
25889,2/15/02,1,38,SEATTLE,WA,98133,8228,0,O,O,4,S,N,,,,1,M,1,62500,O,0,M,1941,,,,,A,30688,N,,N,,1,628.38,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.78
25898,2/19/02,1,46,FORT COLLINS,CO,80528,8585,2,7,O,7,M,Y,,Y,Y,2,M,3,112500,N,0,M,1999,B,R,,,A,119542,N,,N,,1,8332.44,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,190.53
25901,2/19/02,1,60,HARRISON,AR,72602,2266,0,D,O,13,M,N,,,,1,M,3,35000,N,0,,,B,R,,,,160726,N,,N,,1,148.49,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-13.6
25904,2/20/02,1,26,GOLDEN VALLEY,MN,55427,3146,0,O,R,0,B,N,,,,1,F,1,76488,N,60,F,1974,B,R,1,,B,26525,N,,N,,1,4151.85,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,542.53
25907,2/20/02,1,,TRACY,CA,95377,8715,1,O,O,4,M,Y,,Y,,1,M,2,60000.96,N,0,Q,2002,B,R,,,A,25962,N,,N,,1,1369.56,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-24.72
25908,2/20/02,1,36,ANDERSON,SC,29625,6588,1,Z,O,5,M,Y,Y,,,1,M,2,87500,S,290,J,1990,B,R,1,,A,343174,N,,N,,1,1617.18,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1.62
25916,2/20/02,1,52,SUNNYVALE,CA,94086,6513,1,1,O,8,M,Y,Y,,,3,M,2,17500,S,0,R,1970,B,R,1,,A,362633,N,,N,,1,5103.56,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-29.7
25918,2/20/02,1,56,CUPERTINO,CA,95014,5208,1,Z,O,15,M,Y,,Y,,3,M,2,125000,I,0,R,1962,B,R,,Y,A,657427,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.78
25920,2/20/02,1,56,SPOKANE,WA,99202,2037,0,2,O,15,M,N,,,,1,M,3,45000,G,0,F,1915,B,R,2,,A,18731,N,,N,,1,920.24,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-19.39
25921,2/20/02,1,44,SOUTHBURY,CT,06488,1137,1,O,O,9,A,Y,,Y,,1,M,2,87500,U,0,M,1950,B,R,,,A,38851,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,204.32
25933,2/22/02,1,42,FORT COLLINS,CO,80521,2099,0,O,O,7,B,N,,,,1,M,1,25000,U,130,J,1999,B,R,1,,B,123046,N,,N,,1,610.22,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,28.2
25938,2/25/02,1,54,AUBURN HILLS,MI,48321,4324,0,,O,7,M,N,,,,1,M,1,35000,H,350,,,,,1,,,0,N,,N,,1,4056.84,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-20.31
25941,2/25/02,1,34,OAKLAND,CA,94610,1436,0,N,O,9,B,N,,,,1,F,1,87500,N,0,O,1917,,,,,A,43998,N,,N,,1,12825.74,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-32.93
25945,2/26/02,1,34,ALBUQUERQUE,NM,87106,1725,0,O,O,6,M,N,,,,3,M,2,62500,N,0,D,,B,R,,,A,29999,N,,N,,1,7334.66,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,364.17
25950,2/27/02,1,54,GEORGETOWN,ME,04548,3009,1,Z,O,13,M,Y,,Y,,1,M,3,62500,N,260,,,B,R,3,,,96247,N,,N,,1,1246.16,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,61.8
25952,2/27/02,1,54,SEATTLE,WA,98115,2038,0,Z,O,8,M,N,,,,1,F,2,25000,G,0,J,1984,B,R,,,G,163604,N,,N,,1,11.98,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.59
25955,2/28/02,2,40,COLORADO SPGS,CO,80920,5107,1,E,O,10,M,Y,Y,,,3,M,2,150000,N,1050,N,1996,B,R,2,,A,295428,N,,N,,1,2395.61,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-5.89
25961,3/1/02,1,48,SEATTLE,WA,98136,1940,0,1,O,10,B,N,,,,3,M,1,112500,N,0,R,1918,B,R,,,A,232413,N,,N,,1,266.86,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,79.68
25962,8/1/00,1,54,EASTON,KS,66020,7140,1,O,O,15,S,Y,,Y,,1,F,1,45000,N,0,D,,B,R,1,,,8276,N,,N,,0,,N,,Y,116342.42,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1008.67
25964,1/1/94,1,73,MEDFORD,OR,97501,1580,1,Q,R,2,B,Y,,Y,,1,M,1,15000,G,0,A,1972,,,,,M,2009,N,,Y,1.28,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-31.95
25973,3/4/02,1,58,FORT COLLINS,CO,80526,5202,1,2,O,15,M,Y,,Y,,3,M,2,125000,N,720,O,1987,B,R,2,,A,450394,N,,N,,1,4176.12,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-28.71
25974,3/4/02,1,36,BURNSVILLE,MN,55337,2674,,,O,,,,,,,1,,,45000,,,,,,,,,,28543,N,,Y,1440,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-5.95
25978,3/6/02,1,36,NASHVILLE,TN,37215,5213,0,N,O,3,M,N,,,,3,F,2,87500,N,200,M,1940,B,R,,,A,165789,N,,Y,263.2,0,0,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,28.11
25979,3/6/02,1,50,INTL FALLS,MN,56649,8755,1,D,O,15,S,Y,,Y,,3,F,1,62500,U,140,D,,B,R,,Y,,156230,N,,N,,1,1108.28,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,518.75
25981,3/7/02,1,64,MOUNT VERNON,WA,98273,8765,0,O,O,9,M,N,,,,1,M,2,96999.96,N,0,M,1942,B,R,,,A,88463,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.54
25985,3/3/98,2,50,OVERLAND PARK,KS,66213,2128,2,E,O,4,M,Y,Y,Y,,3,F,2,125000,H,0,J,,B,R,1,,,449999,N,,Y,6829.15,1,1467.34,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,116.13
25999,1/31/02,1,57,MOUNTAIN VIEW,CA,94043,2075,0,2,R,3,M,N,,,,3,M,4,35000,N,0,O,,B,R,,,,31599,N,,Y,30,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-7.33
26006,12/22/98,1,65,MCCRORY,AR,72101,8640,0,8,O,11,M,N,,,,1,M,2,17500,N,0,,,B,R,2,,,1158,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,7839.4,N,,NA,NA,NA,NA,NA,NA,145.16
26012,3/12/02,1,80,BOSSIER CITY,LA,71111,5638,0,1,O,7,M,N,,,,1,M,2,112500,I,160,F,,B,R,1,,,59490,N,,N,,1,432.5,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-23.29
26026,3/14/02,4,55,PERRYVILLE,AR,72126,0974,1,1,O,10,M,Y,,Y,,1,M,2,82999.92,N,0,D,,B,R,,,,10967,N,,Y,7357.49,0,,N,,Y,18138.32,N,0,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,1777.95
26028,3/15/02,1,26,CAMDEN WYO,DE,19934,1715,1,1,R,2,M,Y,,Y,,1,M,2,125000,N,400,,,B,R,2,,,75824,N,,N,,1,3554.92,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-10.22
26040,3/25/02,1,36,HARRISONBURG,VA,22803,1423,0,,O,10,M,N,,,,1,M,1,15000,S,0,F,,,,,,,9650,N,,N,,1,6945.67,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,-26.92
26042,3/26/02,1,70,SURPRISE,AZ,85387,7297,0,K,O,2,M,N,,,,1,M,2,15000,S,250,M,2004,,,1,,A,922556,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-7.4
26048,3/27/02,1,32,NEWARK,DE,19713,1141,1,O,R,0,B,Y,Y,,,1,M,2,62500,O,450,,,B,R,2,,,90135,N,,N,,1,1820.32,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-38.98
26050,3/28/02,1,36,SAN DIEGO,CA,92120,2928,0,O,R,4,B,N,,,,3,F,2,138000,N,0,Q,1967,B,R,,,A,184162,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.58
26059,4/1/02,1,82,HERREID,SD,57632,0126,0,5,O,10,M,N,,,,1,M,3,62500,G,290,,,B,R,1,,,2888,N,,N,,1,635.03,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,324.34
26065,4/2/02,1,36,SANTA FE,NM,87505,6529,1,O,O,9,M,Y,,Y,,1,M,2,15000,H,0,D,,,,,,A,64249,N,,N,,1,41.03,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-11.3
26067,4/2/02,2,36,TORRANCE,CA,90503,9109,0,1,O,2,M,N,,,,3,F,2,179999.88,O,0,M,1988,,,,,B,177923,N,,N,,1,12129.27,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-29.32
26068,4/2/02,1,96,ARLINGTON,VA,22204,4943,0,N,O,7,B,N,,,,1,M,1,62500,S,0,M,1939,,,,,B,46235,N,,N,,1,181.06,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-27.03
26074,4/4/02,1,64,MILILANI,HI,96789,2651,0,5,O,15,M,N,,,,1,M,2,45000,O,0,Q,1979,B,R,,,A,185733,N,,N,,1,3274.46,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,507.9
26076,6/1/00,1,41,WEST PLAINS,MO,65325,2003,,P,,0,,,,,,0,,,,N,0,,,,,,,,16435,N,,Y,222.05,0,8797.73,N,,N,0,N,0,N,0,,0,,0,N,,N,Y,NA,NA,Y,Y,160.79
26077,4/5/02,1,54,SAINT PAUL,MN,55108,1306,1,N,O,7,M,Y,,Y,,1,M,2,15000,N,50,M,1968,B,R,2,,A,557121,N,,N,,1,2261.05,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-2.34
26078,4/5/02,1,50,CANTON,MI,48188,2647,0,2,O,8,M,N,,,,3,M,2,125000,X,400,N,,,,2,,E,324128,N,,N,,1,846.96,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,481.91
26082,4/9/02,1,24,PALOS HILLS,IL,60465,1173,1,5,O,15,M,Y,,Y,,1,M,5,62500,U,0,M,1982,B,R,2,,A,212976,N,,N,,1,7973.08,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,400.73
26083,4/9/02,2,66,SAN DIEGO,CA,92122,3044,0,N,O,14,M,N,,,,3,M,2,156933.12,S,0,R,1971,,,2,,A,308149,N,,N,,1,950.12,N,,N,0,Y,71457.14,N,0,,0,,0,N,,NA,NA,NA,NA,Y,Y,2962.31
26084,4/9/02,1,60,SHEBOYGAN,WI,53083,5212,0,1,O,15,M,N,,,,3,M,3,62500,G,140,F,,B,R,1,Y,A,191500,N,,N,,1,1464.96,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,10.06
26087,4/9/02,1,38,BRUCE TWP,MI,48065,2124,1,P,O,7,A,Y,,Y,,1,M,2,62500,N,510,,,B,R,,,,333826,N,,N,,1,6344.08,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,446.78
26094,4/11/02,1,54,CYPRESS,TX,77429,1891,0,O,O,10,A,N,,,Y,3,M,2,125000,O,180,P,1996,B,R,2,,A,689321,N,,N,,1,6335.55,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,172.62
26100,4/15/02,1,,LOS ANGELES,CA,90038,3735,0,O,R,2,B,N,,,,1,F,1,15000,N,0,,,B,R,,,,4304,N,,N,,1,1110.79,N,,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,NA,NA,0.84
26102,4/15/02,1,56,BLACKWOOD,NJ,08012,5255,1,O,O,15,S,Y,,Y,,1,M,3,87500,P,0,M,,,R,1,,A,5345,N,,N,,1,4272.74,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,135.73
26105,4/16/02,1,,GLENVIEW,IL,60025,1862,0,D,O,3,M,N,,,,3,M,2,87500,G,0,K,,B,R,,,B,168815,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,207.45
26111,4/18/02,1,,ANAHEIM,CA,92804,7339,0,P,O,15,B,N,,,,1,M,1,62500,B,0,Q,1955,,R,2,,A,23906,N,,N,,1,276.03,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,8.08
26114,4/19/02,1,68,COON RAPIDS,MN,55448,5272,0,P,O,15,M,N,,,,1,M,2,45000,N,50,G,1960,B,R,,,A,60185,N,,N,,1,87.3,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,219.26
26117,4/25/95,3,52,STRAFFORD,MO,65757,9409,0,1,O,2,M,N,,,,1,M,3,59999.88,S,220,E,2001,B,R,1,,A,1512,N,,Y,1545.12,0,,N,,N,0,Y,9464.8,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,110.04
26121,10/16/01,1,52,WEST JORDAN,UT,84088,2302,2,P,O,11,M,Y,,Y,,1,F,2,125000,H,300,I,1995,B,R,2,,A,4846,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,9234.14,N,,NA,NA,NA,NA,NA,NA,147.13
26123,8/31/00,1,56,SAINT LOUIS,MO,63134,2231,1,P,O,12,S,Y,,Y,Y,1,M,1,19999.92,Z,140,B,1950,B,R,2,,A,2298,N,,Y,196.17,0,0,N,,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,NA,NA,Y,-18.51
26124,10/19/01,1,44,KEARNS,UT,84118,8015,1,3,O,14,M,Y,,Y,,1,M,2,87500,N,190,G,1992,,,1,,A,2155,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,10064.78,N,,NA,NA,NA,NA,NA,NA,194.13
26130,1/27/97,1,62,SAINT PETERS,MO,63376,5503,1,Z,O,15,M,Y,,Y,,1,M,2,87500,N,30,H,1987,B,R,1,,A,20737,N,,Y,100,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-22.71
26132,6/23/92,2,38,FLORISSANT,MO,63033,7003,0,O,O,10,M,N,,,,1,F,2,45000,Z,150,D,1960,B,R,2,,A,83740,N,,N,,0,,N,,Y,179116.33,Y,33345.52,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,906.67
26133,10/1/90,4,80,FLORISSANT,MO,63033,5450,0,P,O,15,M,N,,,,1,F,2,27999.96,G,50,D,1956,B,R,1,,A,53795,Y,14000,N,,1,1150,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-84.78
26135,1/11/93,1,44,SAINT LOUIS,MO,63122,5947,0,1,O,9,M,N,,,,1,M,2,45000,S,50,C,,B,R,1,,,9289,N,,N,,0,,N,,N,0,N,0,N,0,,0,,0,Y,17531.29,NA,NA,NA,NA,NA,NA,0
26136,7/28/00,1,70,SAINT LOUIS,MO,63128,1515,1,P,O,8,M,Y,Y,,,1,M,2,87500,D,30,I,1959,,R,,,A,194158,Y,100000,N,,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-15.28
26143,2/13/81,5,48,MEMPHIS,MO,63555,9206,1,P,R,5,M,Y,,Y,,1,M,2,35000,N,240,,,B,R,2,,,1151,N,,Y,9894.52,1,121.25,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-21.42
26152,7/26/96,3,35,FLORISSANT,MO,63034,2104,1,1,O,7,A,Y,Y,,,1,M,3,35000,Z,20,B,1955,,,1,,A,2885,N,,Y,17.85,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,NA,NA,Y,NA,Y,-227.03
26153,6/6/97,1,42,SAINT LOUIS,MO,63138,1444,1,P,O,8,S,Y,Y,,,1,M,3,34999.92,N,370,E,1972,B,R,2,,A,15475,N,,Y,539.2,0,,N,,N,0,N,0,N,0,,0,,0,N,,Y,Y,NA,Y,NA,Y,334.64
26163,3/22/02,1,56,EUREKA,MO,63025,2154,1,P,O,15,M,Y,,Y,Y,1,M,5,62500,F,80,F,1986,,,2,,A,35709,N,,N,,0,,N,,Y,29066.36,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,366.68
26176,5/1/02,1,,OKLAHOMA CITY,OK,73162,5553,0,O,R,2,B,N,,,Y,1,F,3,45000,S,0,,,B,R,,,,1625,N,,N,,1,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-8.05
26179,5/2/02,1,,COLTON,CA,92324,1330,1,P,R,9,M,Y,,Y,,1,,2,45000,R,0,N,1968,,,,Y,A,139336,N,,N,,1,6832.17,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,Y,NA,973.99
26187,5/7/02,1,36,FORT WORTH,TX,76179,7371,1,O,O,1,A,Y,Y,,,1,M,3,87500,H,240,F,2005,,,,,A,9871,N,,N,,1,5580.39,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,756.22
26193,5/8/02,1,46,MAPLE LAKE,MN,55358,4526,1,5,O,15,M,Y,,Y,,1,M,2,62500,G,150,E,,B,R,1,,,9331,N,,N,,1,4038.4,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,930.72
26197,4/26/02,1,40,PEORIA,AZ,85383,5707,1,O,O,7,M,Y,,Y,,1,M,2,62500,N,240,K,1999,,,1,,A,19589,N,,N,,0,,N,,Y,126407.06,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1765.46
26208,5/15/02,3,68,WOODBURY,TN,37190,5253,0,8,O,12,M,N,,,,1,M,4,30999.84,N,140,,,B,R,,,,14045,N,,N,,1,6930,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-51.92
26217,9/1/83,4,49,MECHANICSVLLE,IA,52306,7616,1,O,O,9,M,Y,,Y,Y,1,M,2,53565.84,G,270,,,B,R,3,,,5738,N,0,Y,1542.93,0,,N,,N,0,Y,0,Y,55725.39,,0,,0,Y,8721.62,NA,NA,NA,NA,NA,Y,691.14
26220,12/10/97,1,33,RUSH CITY,MN,55069,9021,2,P,O,9,M,Y,Y,Y,,2,M,2,112500,N,560,E,1930,B,R,1,,A,238,N,,N,,0,,N,,Y,53946.16,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1269.23
26221,7/20/00,1,63,MUSCATINE,IA,52761,2531,0,P,O,6,M,N,,,,3,M,2,62500,N,180,G,,B,R,2,,,204201,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,8893.65,N,,NA,NA,NA,NA,NA,NA,293.84
26222,5/4/01,3,31,ELY,IA,52227,9547,1,P,O,4,M,Y,Y,,,1,M,2,112500,O,210,H,,B,R,2,,,8885,N,,N,,0,,N,,Y,228000,N,0,Y,45600,,0,Y,7473.74,N,,NA,NA,NA,NA,NA,NA,63.2
26226,8/26/99,1,29,DIXON,IL,61021,1651,0,P,R,7,A,N,,,,1,M,3,87500,N,0,C,,B,R,,,,31213,N,,N,,0,,N,,N,0,N,0,Y,17267.48,,0,,0,N,,NA,NA,NA,NA,NA,Y,160.38
26229,7/11/00,1,55,ELK GROVE VLG,IL,60007,2717,0,O,O,15,M,N,,,,1,M,2,125000,G,0,N,1985,B,R,2,,A,434698,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,4636.93,N,,NA,NA,NA,NA,NA,NA,49.21
26230,1/17/01,1,7,ARLINGTON HTS,IL,60005,1011,2,2,O,1,M,Y,Y,,,1,M,2,87500,N,0,N,,B,R,,,A,104037,N,,Y,315011.73,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,1959.36
26231,5/7/01,1,36,BUFFALO GROVE,IL,60089,3726,1,P,O,1,B,Y,,Y,,1,M,1,62500,H,0,F,,,,,,B,3564,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,9916.59,N,,NA,NA,NA,NA,NA,Y,142.94
26234,2/11/00,2,37,RAMSEY,MN,55303,6060,0,O,O,8,M,N,,,,1,M,1,87500,N,0,N,1998,,,,Y,A,14536,N,,Y,772.85,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-21.46
26242,11/27/01,1,48,BOISE,ID,83704,6318,2,2,O,13,M,Y,,Y,Y,1,M,4,125000,G,430,F,1994,B,R,1,,A,15291,N,,N,,0,,N,,N,0,N,0,N,0,,0,Y,13473.92,N,,NA,NA,NA,NA,NA,Y,240.47
26247,1/1/66,2,66,PARK FOREST,IL,60466,2554,0,8,O,15,M,N,,,,3,M,2,62500,N,0,E,,B,R,2,,A,34058,N,,Y,2968.13,1,4933.79,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,131.9
26254,12/1/85,1,61,FREEPORT,IL,61032,3265,0,P,R,11,S,N,,,,1,F,1,3999.96,G,0,,,,,,,,2683,N,0,Y,1251.51,0,0,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,NA,-31.12
26256,4/1/72,9,78,SAINT PAUL,MN,55102,3315,0,1,O,11,M,N,,,,2,M,2,38400,M,100,H,1952,B,R,,,A,21097,Y,1767.75,Y,318.06,1,0,Y,3911.03,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,-81.43
26266,8/1/83,2,92,ONAWA,IA,51040,1803,0,3,O,15,M,N,,,,1,M,2,25000,N,200,A,,B,R,2,,A,23927,Y,12000,Y,25982.66,0,,N,,N,0,N,0,N,0,,0,,0,N,,NA,NA,NA,NA,NA,Y,548.49
26268,4/27/90,2,78,PELLA,IA,50219,2226,0,8,O,13,M,N,,,,4,M,2,35000,U,110,,,B,R,2,,,114086,N,,Y,16662.63,0,,N,,N,0,N,0,N,0,,0,,0,Y,56970.66,NA,NA,NA,NA,NA,Y,473.66
26273,4/1/85,5,68,MARSHALLTOWN,IA,50158,8939,0,6,O,15,S,N,,,,1,M,2,87500,S,90,E,,B,R,2,,,66895,N,,Y,10712.82,0,,Y,3587.98,N,0,Y,19411.64,N,0,,0,,0,N,,Y,Y,NA,NA,Y,Y,425.99
